tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		ht	70.5	53.1	2	26	0	0.0	2.1	952	843	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		mt	305.4	-25.1	2	15	100	129.0	16.7	723	273	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-3a		MA1-3																	This study	LP-NOMAG				Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		ht	69.2	52.8	2	24	100	0.0	2.0	952	846	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		mt	77.7	-16.5	2	12	-1	123.3	12.8	673	373	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		ht	200.3	15.7	2	24	-1	0.0	2.0	952	846	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		mt	307.7	-20.3	2	12	0	123.3	12.8	673	373	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		ht	69.2	52.8	2	24	0	0.0	2.0	952	846	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-3a	MA1-3a_LP-DIR-T	MA1-3		mt	307.7	-20.3	2	12	100	123.3	12.8	673	373	K		hargrave 2022-09-22 11:51:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		ht	187.9	22.2	2	26	-1	0.0	1.5	952	843	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		mt	64.1	-28.5	2	12	-1	123.4	14.9	673	373	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-4a		MA1-4																	This study	LP-NOMAG				Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		ht	61.1	49.8	2	26	0	0.0	1.5	952	843	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		ht	61.1	49.8	2	26	100	0.0	1.5	952	843	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		mt	311.4	-37.0	2	12	0	123.4	14.9	673	373	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-4a	MA1-4a_LP-DIR-T	MA1-4		mt	311.4	-37.0	2	12	100	123.4	14.9	673	373	K		hargrave 2022-09-22 11:52:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		ht	197.2	18.0	2	26	-1	0.0	2.2	952	843	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-5a		MA1-5																	This study	LP-NOMAG				Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		mt	61.1	-27.1	2	12	-1	114.9	2.9	673	373	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		ht	72.6	49.8	2	26	0	0.0	2.2	952	843	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		mt	309.2	-38.2	2	12	0	114.9	2.9	673	373	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		ht	72.6	49.8	2	26	100	0.0	2.2	952	843	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-5a	MA1-5a_LP-DIR-T	MA1-5		mt	309.2	-38.2	2	12	100	114.9	2.9	673	373	K		hargrave 2022-09-22 11:53:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-6a		MA1-6																	This study	LP-NOMAG				Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		mt	316.9	-37.9	2	10	100	137.6	22.7	623	373	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		ht	86.9	40.6	2	26	100	0.0	2.7	952	843	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		ht	86.9	40.6	2	26	0	0.0	2.7	952	843	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		mt	59.8	-25.2	2	10	-1	137.6	22.7	623	373	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		ht	204.1	7.6	2	26	-1	0.0	2.7	952	843	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-6a	MA1-6a_LP-DIR-T	MA1-6		mt	316.9	-37.9	2	10	0	137.6	22.7	623	373	K		hargrave 2022-09-22 11:55:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		ht	193.7	4.0	2	26	-1	0.0	2.0	952	843	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		mt	61.7	-31.6	2	12	-1	117.7	18.1	673	373	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		ht	70.4	48.2	2	26	0	0.0	2.0	952	843	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		mt	327.0	-40.9	2	12	0	117.7	18.1	673	373	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		ht	70.4	48.2	2	26	100	0.0	2.0	952	843	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-7a	MA1-7a_LP-DIR-T	MA1-7		mt	327.0	-40.9	2	12	100	117.7	18.1	673	373	K		hargrave 2022-09-22 11:56:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-7a		MA1-7																	This study	LP-NOMAG				Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		mt	49.3	-20.9	2	10	-1	118.3	2.4	623	373	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		ht	70.1	50.6	2	19	100	0.0	2.9	960	867	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		mt	307.3	-41.4	2	10	100	118.3	2.4	623	373	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		ht	70.1	50.6	2	19	0	0.0	2.9	960	867	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		ht	188.6	12.2	2	19	-1	0.0	2.9	960	867	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-8a	MA1-8a_LP-DIR-T	MA1-8		mt	307.3	-41.4	2	10	0	118.3	2.4	623	373	K		hargrave 2022-09-25 11:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-8a		MA1-8																	This study	LP-NOMAG				Adirondacks	MA1
MA1-9a		MA1-9																	This study	LP-NOMAG				Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		ht	213.2	0.8	2	23	-1	0.0	2.4	960	855	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		mt	65.0	-24.4	2	9	-1	117.3	6.9	598	373	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		ht	110.5	37.7	2	23	0	0.0	2.4	960	855	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		mt	338.7	-34.3	2	9	0	117.3	6.9	598	373	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		ht	110.5	37.7	2	23	100	0.0	2.4	960	855	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-9a	MA1-9a_LP-DIR-T	MA1-9		mt	338.7	-34.3	2	9	100	117.3	6.9	598	373	K		hargrave 2022-09-25 11:35:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA10-1a		MA10-1																	This study	LP-NOMAG				Adirondacks	MA10
MA10-1a	MA10-1a_LP-DIR-T	MA10-1		mt	334.6	45.5	1	24	-1	8.4	6.0	905	828	K		hargrave 2022-09-13 16:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-1a	MA10-1a_LP-DIR-T	MA10-1		mt	94.9	22.3	1	24	0	8.4	6.0	905	828	K		hargrave 2022-09-13 16:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-1a	MA10-1a_LP-DIR-T	MA10-1		mt	94.9	22.3	1	24	100	8.4	6.0	905	828	K		hargrave 2022-09-13 16:14:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		ht	68.4	74.0	3	13	100	6.9	4.9	905	852	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mt	157.2	-59.3	3	7	100	134.4	6.1	849	836	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mlt	21.9	55.4	3	9	100	29.0	6.1	833	773	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mt	157.2	-59.3	3	7	0	134.4	6.1	849	836	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mlt	21.9	55.4	3	9	0	29.0	6.1	833	773	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		ht	68.4	74.0	3	13	0	6.9	4.9	905	852	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mlt	230.3	44.5	3	9	-1	29.0	6.1	833	773	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-2a		MA10-2																	This study	LP-NOMAG				Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		mt	29.9	-27.1	3	7	-1	134.4	6.1	849	836	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-2a	MA10-2a_LP-DIR-T	MA10-2		ht	195.4	60.2	3	13	-1	6.9	4.9	905	852	K		hargrave 2022-09-13 16:18:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-3a	MA10-3a_LP-DIR-T	MA10-3		mt	103.7	26.2	1	26	0	1.8	4.9	905	813	K		hargrave 2022-09-13 16:21:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-3a	MA10-3a_LP-DIR-T	MA10-3		mt	278.0	36.2	1	26	-1	1.8	4.9	905	813	K		hargrave 2022-09-13 16:21:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-3a	MA10-3a_LP-DIR-T	MA10-3		mt	103.7	26.2	1	26	100	1.8	4.9	905	813	K		hargrave 2022-09-13 16:21:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-3a		MA10-3																	This study	LP-NOMAG				Adirondacks	MA10
MA10-4a		MA10-4																	This study	LP-NOMAG				Adirondacks	MA10
MA10-4a	MA10-4a_LP-DIR-T	MA10-4		mt	105.1	27.2	1	26	0	1.3	4.3	905	813	K		hargrave 2022-09-13 16:22:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-4a	MA10-4a_LP-DIR-T	MA10-4		mt	105.1	27.2	1	26	100	1.3	4.3	905	813	K		hargrave 2022-09-13 16:22:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-4a	MA10-4a_LP-DIR-T	MA10-4		mt	301.0	46.9	1	26	-1	1.3	4.3	905	813	K		hargrave 2022-09-13 16:22:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-5a		MA10-5																	This study	LP-NOMAG				Adirondacks	MA10
MA10-5a	MA10-5a_LP-DIR-T	MA10-5		mt	306.6	58.2	1	25	-1	0.5	11.3	905	823	K		hargrave 2022-09-13 16:23:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-5a	MA10-5a_LP-DIR-T	MA10-5		mt	107.2	30.2	1	25	0	0.5	11.3	905	823	K		hargrave 2022-09-13 16:23:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-5a	MA10-5a_LP-DIR-T	MA10-5		mt	107.2	30.2	1	25	100	0.5	11.3	905	823	K		hargrave 2022-09-13 16:23:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-6a	MA10-6a_LP-DIR-T	MA10-6		mt	111.5	35.2	1	25	100	1.1	6.7	905	823	K		hargrave 2022-09-13 16:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-6a	MA10-6a_LP-DIR-T	MA10-6		mt	314.5	72.1	1	25	-1	1.1	6.7	905	823	K		hargrave 2022-09-13 16:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-6a	MA10-6a_LP-DIR-T	MA10-6		mt	111.5	35.2	1	25	0	1.1	6.7	905	823	K		hargrave 2022-09-13 16:25:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-6a		MA10-6																	This study	LP-NOMAG				Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mt	289.6	-72.1	4	7	0	90.7	6.0	846	833	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mlt	103.6	49.9	4	9	0	78.4	5.7	833	773	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		ht	93.8	26.1	4	9	0	8.2	10.3	905	864	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		ht	316.8	46.1	4	9	-1	8.2	10.3	905	864	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mt	32.4	-80.8	4	7	-1	90.7	6.0	846	833	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mlt	312.0	71.0	4	9	-1	78.4	5.7	833	773	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		lt	203.2	43.4	4	10	-1	90.4	24.1	573	273	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		lt	348.0	64.9	4	10	0	90.4	24.1	573	273	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		ht	93.8	26.1	4	9	100	8.2	10.3	905	864	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mt	289.6	-72.1	4	7	100	90.7	6.0	846	833	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-7a		MA10-7																	This study	LP-NOMAG				Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		mlt	103.6	49.9	4	9	100	78.4	5.7	833	773	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-7a	MA10-7a_LP-DIR-T	MA10-7		lt	348.0	64.9	4	10	100	90.4	24.1	573	273	K		hargrave 2022-09-13 16:26:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		ht	289.3	32.8	3	9	-1	6.6	7.5	905	864	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mlt	254.2	61.6	3	3	-1	147.2	3.9	828	813	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mt	276.7	-67.5	3	6	0	55.7	2.9	856	842	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		ht	100.1	19.3	3	9	0	6.6	7.5	905	864	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mlt	102.8	55.7	3	3	0	147.2	3.9	828	813	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mt	276.7	-67.5	3	6	100	55.7	2.9	856	842	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		ht	100.1	19.3	3	9	100	6.6	7.5	905	864	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mlt	102.8	55.7	3	3	100	147.2	3.9	828	813	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA10
MA10-8a		MA10-8																	This study	LP-NOMAG				Adirondacks	MA10
MA10-8a	MA10-8a_LP-DIR-T	MA10-8		mt	48.2	-63.4	3	6	-1	55.7	2.9	856	842	K		hargrave 2022-09-13 16:28:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA10
MA11-1a	MA11-1a_LP-DIR-T	MA11-1		mt	60.2	73.7	1	28	-1	1.2	3.8	869	648	K		hargrave 2022-08-23 13:07:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-1a	MA11-1a_LP-DIR-T	MA11-1		mt	243.5	67.1	1	28	0	1.2	3.8	869	648	K		hargrave 2022-08-23 13:07:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-1a	MA11-1a_LP-DIR-T	MA11-1		mt	243.5	67.1	1	28	100	1.2	3.8	869	648	K		hargrave 2022-08-23 13:07:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-1a		MA11-1																	This study	LP-NOMAG				Adirondacks	MA11
MA11-2a		MA11-2																	This study	LP-NOMAG				Adirondacks	MA11
